NCRO_1000000	hsa-miR-548f-5
NCRO_1002769	hsa-miR-506-5p
NCRO_1002770	hsa-miR-4503
NCRO_1002771	hsa-miR-558
NCRO_1002772	hsa-miR-4704
NCRO_1002773	hsa-miR-561-3p
NCRO_1002774	hsa-miR-5587
NCRO_1002775	hsa-miR-548g-5p
NCRO_1002776	hsa-miR-1224-5p
NCRO_1002777	hsa-miR-7150
NCRO_1002778	hsa-miR-551a
NCRO_1002779	hsa-miR-378e
NCRO_1002780	hsa-miR-4755-3p
NCRO_1002781	hsa-miR-4269
NCRO_1002782	hsa-miR-581
NCRO_1002783	hsa-miR-519b-5p
NCRO_1002784	hsa-miR-373-3p
NCRO_1002785	hsa-miR-210-3p
NCRO_1002786	hsa-miR-6845-5p
NCRO_1002787	hsa-miR-940
NCRO_1002788	hsa-miR-4690
NCRO_1002789	hsa-miR-3195
NCRO_1002790	hsa-miR-6824-5p
NCRO_1002791	hsa-miR-4715
NCRO_1002792	hsa-miR-3917
NCRO_1002793	hsa-miR-106b-5p
NCRO_1002794	hsa-miR-410-5p
NCRO_1002795	hsa-miR-1244
NCRO_1002796	hsa-miR-8069
NCRO_1002797	hsa-miR-7705
NCRO_1002798	hsa-miR-4462
NCRO_1002799	hsa-miR-153-5p
NCRO_1002800	hsa-miR-6719-3p
NCRO_1002801	hsa-miR-6511b-3p
NCRO_1002802	hsa-miR-3529-3p
NCRO_1002803	hsa-miR-6763-5p
NCRO_1002804	hsa-miR-188-3p
NCRO_1002805	hsa-miR-1273f
NCRO_1002806	hsa-miR-5001-5p
NCRO_1002807	hsa-miR-1273c
NCRO_1002808	hsa-miR-3681
NCRO_1002809	hsa-miR-6826
NCRO_1002810	hsa-miR-3927-3p
NCRO_1002811	hsa-miR-6734
NCRO_1002812	hsa-miR-6855-3p
NCRO_1002813	hsa-miR-5003-5p
NCRO_1002814	hsa-miR-485-3p
NCRO_1002815	hsa-miR-487a-3p
NCRO_1002816	hsa-miR-6759-3p
NCRO_1002817	hsa-miR-4654
NCRO_1002818	hsa-miR-4641
NCRO_1002819	hsa-miR-1295b-5p
NCRO_1002820	hsa-miR-6753-5p
NCRO_1002821	hsa-miR-29b-2
NCRO_1002822	hsa-miR-3944-5p
NCRO_1002823	hsa-miR-323b-3p
NCRO_1002824	hsa-miR-520f-5p
NCRO_1002825	hsa-miR-6515-3p
NCRO_1002826	hsa-miR-3922-5p
NCRO_1002827	hsa-miR-6737
NCRO_1002828	hsa-miR-3940-5p
NCRO_1002829	hsa-miR-6815-3p
NCRO_1002830	hsa-miR-4458
NCRO_1002831	hsa-miR-561-5p
NCRO_1002832	hsa-miR-5584-3p
NCRO_1002833	hsa-miR-10b-3p
NCRO_1002834	hsa-miR-3976
NCRO_1002835	hsa-miR-4746-5p
NCRO_1002836	hsa-miR-196b-5p
NCRO_1002837	hsa-miR-5087
NCRO_1002838	hsa-miR-885-3p
NCRO_1002839	hsa-miR-1273e
NCRO_1002840	hsa-miR-6839
NCRO_1002841	hsa-miR-6071
NCRO_1002842	hsa-miR-4695
NCRO_1002843	hsa-miR-515-5p
NCRO_1002844	hsa-miR-149-5p
NCRO_1002845	hsa-miR-3136
NCRO_1002846	hsa-miR-6717
NCRO_1002847	hsa-miR-487b
NCRO_1002848	hsa-miR-5685
NCRO_1002849	hsa-miR-513a-1
NCRO_1002850	hsa-miR-503-5p
NCRO_1002851	hsa-miR-3132
NCRO_1002852	hsa-miR-1261
NCRO_1002853	hsa-miR-1261
NCRO_1002854	hsa-miR-3177-5p
NCRO_1002855	hsa-miR-4685
NCRO_1002856	hsa-miR-3682-3p
NCRO_1002857	hsa-miR-411-3p
NCRO_1002858	hsa-miR-6804-3p
NCRO_1002859	hsa-miR-577
NCRO_1002860	hsa-miR-506-3p
NCRO_1002861	hsa-miR-146a-5p
NCRO_1002862	hsa-miR-193a
NCRO_1002863	hsa-miR-361-5p
NCRO_1002864	hsa-miR-27b
NCRO_1002865	hsa-miR-4528
NCRO_1002866	hsa-miR-548s
NCRO_1002867	hsa-miR-670-3p
NCRO_1002868	hsa-miR-874-5p
NCRO_1002869	hsa-miR-548s
NCRO_1002870	hsa-miR-759
NCRO_1002871	hsa-miR-6832-5p
NCRO_1002872	hsa-miR-143-3p
NCRO_1002873	hsa-miR-5705
NCRO_1002874	hsa-miR-941-5
NCRO_1002875	hsa-miR-6514-3p
NCRO_1002876	hsa-miR-3689a
NCRO_1002877	hsa-miR-6088
NCRO_1002878	hsa-miR-7976
NCRO_1002879	hsa-miR-6850
NCRO_1002880	hsa-miR-8060
NCRO_1002881	hsa-miR-147b
NCRO_1002882	hsa-miR-4292
NCRO_1002883	hsa-miR-29c-5p
NCRO_1002884	hsa-miR-4297
NCRO_1002885	hsa-miR-4725-5p
NCRO_1002886	hsa-miR-15a-3p
NCRO_1002887	hsa-miR-4650-5p
NCRO_1002888	hsa-miR-4263
NCRO_1002889	hsa-miR-628-3p
NCRO_1002890	hsa-miR-3685
NCRO_1002891	hsa-miR-3662
NCRO_1002892	hsa-miR-6733-3p
NCRO_1002893	hsa-let-7a-1
NCRO_1002894	hsa-miR-3670-4
NCRO_1002895	hsa-miR-301b-5p
NCRO_1002896	hsa-miR-4780
NCRO_1002897	hsa-miR-339-5p
NCRO_1002898	hsa-miR-4509
NCRO_1002899	hsa-miR-675
NCRO_1002900	hsa-miR-184
NCRO_1002901	hsa-miR-34a
NCRO_1002902	hsa-miR-4690-3p
NCRO_1002903	hsa-miR-216a-5p
NCRO_1002904	hsa-miR-17-5p
NCRO_1002905	hsa-miR-3973
NCRO_1002906	hsa-miR-1279
NCRO_1002907	hsa-miR-1267
NCRO_1002908	hsa-miR-29b-1
NCRO_1002909	hsa-miR-6082
NCRO_1002910	hsa-miR-6776
NCRO_1002911	hsa-miR-506
NCRO_1002912	hsa-miR-362
NCRO_1002913	hsa-miR-4479
NCRO_1002914	hsa-miR-361
NCRO_1002915	hsa-miR-4433b-5p
NCRO_1002916	hsa-miR-548ay-5p
NCRO_1002917	hsa-miR-4483
NCRO_1002918	hsa-miR-515-2
NCRO_1002919	hsa-miR-635
NCRO_1002920	hsa-miR-4729
NCRO_1002921	hsa-miR-602
NCRO_1002922	hsa-miR-4747-5p
NCRO_1002923	hsa-miR-519a-2
NCRO_1002924	hsa-miR-543
NCRO_1002925	hsa-miR-4802-5p
NCRO_1002926	hsa-miR-6124
NCRO_1002927	hsa-miR-5002-5p
NCRO_1002928	hsa-miR-4517
NCRO_1002929	hsa-miR-3928-3p
NCRO_1002930	hsa-miR-4268
NCRO_1002931	hsa-miR-4701-5p
NCRO_1002932	hsa-miR-526b
NCRO_1002933	hsa-miR-4758-5p
NCRO_1002934	hsa-miR-1236-3p
NCRO_1002935	hsa-miR-1207-5p
NCRO_1002936	hsa-miR-642b-3p
NCRO_1002937	hsa-miR-518d-5p
NCRO_1002938	hsa-miR-5572
NCRO_1002939	hsa-miR-196a-5p
NCRO_1002940	hsa-miR-4644
NCRO_1002941	hsa-miR-345
NCRO_1002942	hsa-miR-6733
NCRO_1002943	hsa-miR-6770-2
NCRO_1002944	hsa-miR-8058
NCRO_1002945	hsa-miR-939
NCRO_1002946	hsa-miR-3122
NCRO_1002947	hsa-miR-10a-3p
NCRO_1002948	hsa-miR-4435-1
NCRO_1002949	hsa-miR-3622b
NCRO_1002950	hsa-miR-1208
NCRO_1002951	hsa-miR-7157-5p
NCRO_1002952	hsa-miR-193a-5p
NCRO_1002953	hsa-miR-1283-1
NCRO_1002954	hsa-miR-652
NCRO_1002955	hsa-miR-4800-5p
NCRO_1002956	hsa-miR-518d
NCRO_1002957	hsa-miR-6512
NCRO_1002958	hsa-miR-4710
NCRO_1002959	hsa-miR-26a-1-3p
NCRO_1002960	hsa-miR-1297
NCRO_1002961	hsa-miR-2467
NCRO_1002962	hsa-miR-1179
NCRO_1002963	hsa-miR-6868-5p
NCRO_1002964	hsa-miR-652-5p
NCRO_1002965	hsa-miR-6847
NCRO_1002966	hsa-miR-105-2
NCRO_1002967	hsa-miR-6887-5p
NCRO_1002968	hsa-miR-4726
NCRO_1002969	hsa-miR-4463
NCRO_1002970	hsa-miR-520b
NCRO_1002971	hsa-miR-6087
NCRO_1002972	hsa-miR-548aq-5p
NCRO_1002973	hsa-miR-3912-3p
NCRO_1002974	hsa-miR-1290
NCRO_1002975	hsa-miR-8054
NCRO_1002976	hsa-miR-33b-3p
NCRO_1002977	hsa-miR-4691-3p
NCRO_1002978	hsa-miR-6742-3p
NCRO_1002979	hsa-miR-615
NCRO_1002980	hsa-miR-6778
NCRO_1002981	hsa-miR-6816-5p
NCRO_1002982	hsa-miR-378g
NCRO_1002983	hsa-miR-4509-3
NCRO_1002984	hsa-miR-6723
NCRO_1002985	hsa-miR-3129-5p
NCRO_1002986	hsa-miR-6130
NCRO_1002987	hsa-miR-2355-5p
NCRO_1002988	hsa-miR-6509
NCRO_1002989	hsa-miR-542-5p
NCRO_1002990	hsa-miR-548i-4
NCRO_1002991	hsa-miR-765
NCRO_1002992	hsa-miR-889-3p
NCRO_1002993	hsa-miR-499b-3p
NCRO_1002994	hsa-miR-24-1-5p
NCRO_1002995	hsa-miR-595
NCRO_1002996	hsa-miR-6506-5p
NCRO_1002997	hsa-miR-4692
NCRO_1002998	hsa-miR-3942
NCRO_1002999	hsa-miR-22-5p
NCRO_1003000	hsa-miR-6736
NCRO_1003001	hsa-miR-891b
NCRO_1003002	hsa-miR-6787-5p
NCRO_1003003	hsa-miR-3927-5p
NCRO_1003004	hsa-miR-4488
NCRO_1003005	hsa-miR-3713
NCRO_1003006	hsa-miR-4469
NCRO_1003007	hsa-miR-3689d-2
NCRO_1003008	hsa-miR-4671-3p
NCRO_1003009	hsa-miR-1292-3p
NCRO_1003010	hsa-miR-4697-5p
NCRO_1003011	hsa-miR-1257
NCRO_1003012	hsa-miR-548i
NCRO_1003013	hsa-miR-1301-5p
NCRO_1003014	hsa-miR-4771
NCRO_1003015	hsa-miR-409
NCRO_1003016	hsa-miR-579-3p
NCRO_1003017	hsa-miR-9-3
NCRO_1003018	hsa-miR-487a
NCRO_1003019	hsa-miR-32-5p
NCRO_1003020	hsa-miR-4326
NCRO_1003021	hsa-miR-4456
NCRO_1003022	hsa-miR-802
NCRO_1003023	hsa-miR-548ae-2
NCRO_1003024	hsa-let-7d-5p
NCRO_1003025	hsa-miR-365b-5p
NCRO_1003026	hsa-miR-4290
NCRO_1003027	hsa-miR-6878
NCRO_1003028	hsa-miR-647
NCRO_1003029	hsa-miR-4639
NCRO_1003030	hsa-miR-4709-5p
NCRO_1003031	hsa-miR-135b-3p
NCRO_1003032	hsa-miR-4316
NCRO_1003033	hsa-miR-873-3p
NCRO_1003034	hsa-miR-3617-3p
NCRO_1003035	hsa-miR-6865-3p
NCRO_1003036	hsa-miR-4489
NCRO_1003037	hsa-miR-578
NCRO_1003038	hsa-miR-5195
NCRO_1003039	hsa-miR-6089-1
NCRO_1003040	hsa-miR-330
NCRO_1003041	hsa-miR-4520-2-3p
NCRO_1003042	hsa-miR-1285-5p
NCRO_1003043	hsa-miR-7856-5p
NCRO_1003044	hsa-miR-7849-3p
NCRO_1003045	hsa-miR-520h
NCRO_1003046	hsa-miR-5581
NCRO_1003047	hsa-miR-4753-3p
NCRO_1003048	hsa-miR-770-5p
NCRO_1003049	hsa-miR-1225-5p
NCRO_1003050	hsa-miR-4653
NCRO_1003051	hsa-miR-6830-5p
NCRO_1003052	hsa-miR-650
NCRO_1003053	hsa-miR-4320
NCRO_1003054	hsa-miR-4797
NCRO_1003055	hsa-miR-6871-5p
NCRO_1003056	hsa-miR-5006
NCRO_1003057	hsa-miR-6810
NCRO_1003058	hsa-miR-3675
NCRO_1003059	hsa-miR-1273a
NCRO_1003060	hsa-miR-4752
NCRO_1003061	hsa-miR-4464
NCRO_1003062	hsa-miR-5704
NCRO_1003063	hsa-miR-4329
NCRO_1003064	hsa-miR-562
NCRO_1003065	hsa-miR-4650-3p
NCRO_1003066	hsa-miR-4304
NCRO_1003067	hsa-miR-3134
NCRO_1003068	hsa-miR-6853-5p
NCRO_1003069	hsa-miR-4429
NCRO_1003070	hsa-miR-3939
NCRO_1003071	hsa-miR-7161
NCRO_1003072	hsa-miR-5699-3p
NCRO_1003073	hsa-miR-6784-5p
NCRO_1003074	hsa-miR-2681
NCRO_1003075	hsa-miR-671-5p
NCRO_1003076	hsa-miR-4788
NCRO_1003077	hsa-miR-4293
NCRO_1003078	hsa-miR-4285
NCRO_1003079	hsa-miR-6801-3p
NCRO_1003080	hsa-miR-645
NCRO_1003081	hsa-miR-7153-3p
NCRO_1003082	hsa-miR-199b-5p
NCRO_1003083	hsa-miR-339
NCRO_1003084	hsa-miR-5090
NCRO_1003085	hsa-miR-4763
NCRO_1003086	hsa-miR-1283
NCRO_1003087	hsa-miR-4646
NCRO_1003088	hsa-miR-4456
NCRO_1003089	hsa-miR-3668
NCRO_1003090	hsa-miR-1203
NCRO_1003091	hsa-miR-6878-3p
NCRO_1003092	hsa-miR-566
NCRO_1003093	hsa-miR-4720-3p
NCRO_1003094	hsa-miR-4634
NCRO_1003095	hsa-miR-376a-3p
NCRO_1003096	hsa-miR-6089
NCRO_1003097	hsa-miR-509-2
NCRO_1003098	hsa-miR-940
NCRO_1003099	hsa-miR-378e
NCRO_1003100	hsa-miR-4775
NCRO_1003101	hsa-miR-6815-5p
NCRO_1003102	hsa-miR-8065
NCRO_1003103	hsa-miR-4498
NCRO_1003104	hsa-miR-564
NCRO_1003105	hsa-miR-1249
NCRO_1003106	hsa-miR-502
NCRO_1003107	hsa-miR-6889
NCRO_1003108	hsa-miR-4797-5p
NCRO_1003109	hsa-miR-632
NCRO_1003110	hsa-miR-548z
NCRO_1003111	hsa-miR-548f-2
NCRO_1003112	hsa-miR-302c-5p
NCRO_1003113	hsa-miR-33a
NCRO_1003114	hsa-miR-4662b
NCRO_1003115	hsa-miR-4319
NCRO_1003116	hsa-miR-4274
NCRO_1003117	hsa-miR-4740-5p
NCRO_1003118	hsa-miR-345-5p
NCRO_1003119	hsa-miR-2053
NCRO_1003120	hsa-miR-4309
NCRO_1003121	hsa-miR-7641-2
NCRO_1003122	hsa-miR-3169
NCRO_1003123	hsa-miR-6750-5p
NCRO_1003124	hsa-miR-5583-1
NCRO_1003125	hsa-miR-5011
NCRO_1003126	hsa-miR-30e
NCRO_1003127	hsa-miR-574
NCRO_1003128	hsa-miR-7159-3p
NCRO_1003129	hsa-miR-1231
NCRO_1003130	hsa-miR-4728-3p
NCRO_1003131	hsa-miR-6862-3p
NCRO_1003132	hsa-miR-7157-3p
NCRO_1003133	hsa-miR-623
NCRO_1003134	hsa-miR-6771
NCRO_1003135	hsa-miR-4467
NCRO_1003136	hsa-miR-642a-3p
NCRO_1003137	hsa-miR-5695
NCRO_1003138	hsa-miR-6827-3p
NCRO_1003139	hsa-miR-6722-3p
NCRO_1003140	hsa-miR-573
NCRO_1003141	hsa-miR-4502
NCRO_1003142	hsa-miR-6769b-3p
NCRO_1003143	hsa-miR-4799-5p
NCRO_1003144	hsa-miR-202-5p
NCRO_1003145	hsa-miR-4781-3p
NCRO_1003146	hsa-miR-23a
NCRO_1003147	hsa-miR-6797
NCRO_1003148	hsa-miR-544b
NCRO_1003149	hsa-miR-376a-2-5p
NCRO_1003150	hsa-miR-4468
NCRO_1003151	hsa-miR-34a-5p
NCRO_1003152	hsa-miR-6774-5p
NCRO_1003153	hsa-miR-200c
NCRO_1003154	hsa-miR-648
NCRO_1003155	hsa-miR-504-5p
NCRO_1003156	hsa-miR-1295b-3p
NCRO_1003157	hsa-miR-765
NCRO_1003158	hsa-let-7a-3p
NCRO_1003159	hsa-miR-6721-5p
NCRO_1003160	hsa-miR-1289-1
NCRO_1003161	hsa-miR-1258
NCRO_1003162	hsa-miR-4497
NCRO_1003163	hsa-miR-3193
NCRO_1003164	hsa-miR-376a-5p
NCRO_1003165	hsa-miR-637
NCRO_1003166	hsa-miR-190a-3p
NCRO_1003167	hsa-miR-1537
NCRO_1003168	hsa-let-7e-5p
NCRO_1003169	hsa-miR-302e
NCRO_1003170	hsa-miR-3192-3p
NCRO_1003171	hsa-miR-449b-5p
NCRO_1003172	hsa-miR-574-3p
NCRO_1003173	hsa-miR-4496
NCRO_1003174	hsa-miR-600
NCRO_1003175	hsa-miR-372-5p
NCRO_1003176	hsa-miR-2909
NCRO_1003177	hsa-miR-758-3p
NCRO_1003178	hsa-miR-548b-3p
NCRO_1003179	hsa-miR-1290
NCRO_1003180	hsa-miR-5008-3p
NCRO_1003181	hsa-miR-887
NCRO_1003182	hsa-miR-4642
NCRO_1003183	hsa-miR-3139
NCRO_1003184	hsa-miR-6775
NCRO_1003185	hsa-miR-5589-3p
NCRO_1003186	hsa-miR-6811
NCRO_1003187	hsa-miR-4731-3p
NCRO_1003188	hsa-miR-4521
NCRO_1003189	hsa-miR-6738
NCRO_1003190	hsa-miR-3661
NCRO_1003191	hsa-miR-6771-3p
NCRO_1003192	hsa-miR-628
NCRO_1003193	hsa-miR-548t-3p
NCRO_1003194	hsa-miR-181b-2
NCRO_1003195	hsa-miR-450b-5p
NCRO_1003196	hsa-miR-6773
NCRO_1003197	hsa-miR-376c-5p
NCRO_1003198	hsa-miR-5100
NCRO_1003199	hsa-miR-3123
NCRO_1003200	hsa-miR-3161
NCRO_1003201	hsa-miR-4524a-3p
NCRO_1003202	hsa-miR-6728-3p
NCRO_1003203	hsa-miR-6740-5p
NCRO_1003204	hsa-miR-4788
NCRO_1003205	hsa-miR-4525
NCRO_1003206	hsa-miR-3938
NCRO_1003207	hsa-miR-4723-5p
NCRO_1003208	hsa-miR-1915-3p
NCRO_1003209	hsa-miR-211
NCRO_1003210	hsa-miR-4540
NCRO_1003211	hsa-miR-5187-3p
NCRO_1003212	hsa-miR-3163
NCRO_1003213	hsa-miR-4266
NCRO_1003214	hsa-miR-1247
NCRO_1003215	hsa-miR-8053
NCRO_1003216	hsa-miR-5008-5p
NCRO_1003217	hsa-miR-496
NCRO_1003218	hsa-miR-8080
NCRO_1003219	hsa-miR-4440
NCRO_1003220	hsa-miR-425-3p
NCRO_1003221	hsa-miR-1296-3p
NCRO_1003222	hsa-miR-144
NCRO_1003223	hsa-miR-4651
NCRO_1003224	hsa-miR-586
NCRO_1003225	hsa-miR-6780b-5p
NCRO_1003226	hsa-miR-760
NCRO_1003227	hsa-miR-2355
NCRO_1003228	hsa-miR-7110-3p
NCRO_1003229	hsa-miR-7156-5p
NCRO_1003230	hsa-miR-580
NCRO_1003231	hsa-miR-3150a-5p
NCRO_1003232	hsa-miR-1269b
NCRO_1003233	hsa-miR-1302-9
NCRO_1003234	hsa-miR-10b-5p
NCRO_1003235	hsa-miR-4732-5p
NCRO_1003236	hsa-miR-526b-3p
NCRO_1003237	hsa-miR-1285-1
NCRO_1003238	hsa-miR-6848-5p
NCRO_1003239	hsa-miR-548ad-5p
NCRO_1003240	hsa-miR-6716
NCRO_1003241	hsa-miR-6501-3p
NCRO_1003242	hsa-miR-551b-3p
NCRO_1003243	hsa-miR-6756-5p
NCRO_1003244	hsa-miR-2113
NCRO_1003245	hsa-miR-6783-3p
NCRO_1003246	hsa-miR-29a-3p
NCRO_1003247	hsa-miR-6726
NCRO_1003248	hsa-miR-4267
NCRO_1003249	hsa-miR-4733-3p
NCRO_1003250	hsa-miR-4763-5p
NCRO_1003251	hsa-miR-3689b-3p
NCRO_1003252	hsa-miR-5088-3p
NCRO_1003253	hsa-miR-4445
NCRO_1003254	hsa-miR-4785
NCRO_1003255	hsa-miR-4275
NCRO_1003256	hsa-miR-625-5p
NCRO_1003257	hsa-miR-340-3p
NCRO_1003258	hsa-miR-1538
NCRO_1003259	hsa-miR-328
NCRO_1003260	hsa-miR-581
NCRO_1003261	hsa-miR-4650-1
NCRO_1003262	hsa-miR-4435-2
NCRO_1003263	hsa-miR-4743-3p
NCRO_1003264	hsa-miR-4500
NCRO_1003265	hsa-miR-1263
NCRO_1003266	hsa-miR-6783
NCRO_1003267	hsa-miR-219b
NCRO_1003268	hsa-miR-1304-5p
NCRO_1003269	hsa-miR-30b
NCRO_1003270	hsa-miR-665
NCRO_1003271	hsa-miR-365a-5p
NCRO_1003272	hsa-miR-5739
NCRO_1003273	hsa-miR-6764-5p
NCRO_1003274	hsa-miR-5698
NCRO_1003275	hsa-miR-1266-3p
NCRO_1003276	hsa-miR-6880-5p
NCRO_1003277	hsa-miR-658
NCRO_1003278	hsa-miR-4280
NCRO_1003279	hsa-miR-4279
NCRO_1003280	hsa-miR-7161-5p
NCRO_1003281	hsa-miR-1204
NCRO_1003282	hsa-miR-657
NCRO_1003283	hsa-miR-4781-5p
NCRO_1003284	hsa-miR-518f
NCRO_1003285	hsa-miR-6773-5p
NCRO_1003286	hsa-miR-3621
NCRO_1003287	hsa-miR-582-3p
NCRO_1003288	hsa-miR-7158-3p
NCRO_1003289	hsa-miR-7641-1
NCRO_1003290	hsa-miR-4508
NCRO_1003291	hsa-miR-6816-3p
NCRO_1003292	hsa-miR-6814-3p
NCRO_1003293	hsa-miR-4423-3p
NCRO_1003294	hsa-miR-1273g
NCRO_1003295	hsa-miR-8067
NCRO_1003296	hsa-miR-3180-5
NCRO_1003297	hsa-miR-6796
NCRO_1003298	hsa-miR-298
NCRO_1003299	hsa-miR-521
NCRO_1003300	hsa-miR-6833-5p
NCRO_1003301	hsa-miR-1262
NCRO_1003302	hsa-miR-3917
NCRO_1003303	hsa-miR-5680
NCRO_1003304	hsa-miR-30c-2-3p
NCRO_1003305	hsa-miR-320c-2
NCRO_1003306	hsa-miR-23b
NCRO_1003307	hsa-miR-6825
NCRO_1003308	hsa-miR-376b-3p
NCRO_1003309	hsa-miR-4792
NCRO_1003310	hsa-miR-6888-5p
NCRO_1003311	hsa-miR-548ag-1
NCRO_1003312	hsa-miR-1227-3p
NCRO_1003313	hsa-miR-936
NCRO_1003314	hsa-miR-8057
NCRO_1003315	hsa-miR-455-5p
NCRO_1003316	hsa-miR-154-5p
NCRO_1003317	hsa-miR-595
NCRO_1003318	hsa-miR-6762-3p
NCRO_1003319	hsa-miR-6852-5p
NCRO_1003320	hsa-miR-3671
NCRO_1003321	hsa-miR-891b
NCRO_1003322	hsa-miR-4803
NCRO_1003323	hsa-miR-4738
NCRO_1003324	hsa-miR-6840-3p
NCRO_1003325	hsa-miR-3120-5p
NCRO_1003326	hsa-miR-668
NCRO_1003327	hsa-miR-4774-3p
NCRO_1003328	hsa-miR-4636
NCRO_1003329	hsa-miR-7159-5p
NCRO_1003330	hsa-miR-3914-1
NCRO_1003331	hsa-miR-7704
NCRO_1003332	hsa-miR-6754
NCRO_1003333	hsa-miR-9-5p
NCRO_1003334	hsa-miR-6507-3p
NCRO_1003335	hsa-miR-6726-3p
NCRO_1003336	hsa-miR-3973
NCRO_1003337	hsa-miR-151b
NCRO_1003338	hsa-miR-548ap-3p
NCRO_1003339	hsa-miR-874-3p
NCRO_1003340	hsa-miR-548q
NCRO_1003341	hsa-miR-6889-3p
NCRO_1003342	hsa-miR-6810-5p
NCRO_1003343	hsa-miR-1181
NCRO_1003344	hsa-miR-3689f
NCRO_1003345	hsa-miR-4645-5p
NCRO_1003346	hsa-miR-381
NCRO_1003347	hsa-miR-6837-5p
NCRO_1003348	hsa-miR-6807-5p
NCRO_1003349	hsa-miR-375
NCRO_1003350	hsa-miR-4723
NCRO_1003351	hsa-miR-320d
NCRO_1003352	hsa-miR-6742
NCRO_1003353	hsa-miR-6767-3p
NCRO_1003354	hsa-miR-4444-1
NCRO_1003355	hsa-miR-6873-5p
NCRO_1003356	hsa-miR-575
NCRO_1003357	hsa-miR-570
NCRO_1003358	hsa-miR-526a
NCRO_1003359	hsa-miR-6083
NCRO_1003360	hsa-miR-6834-5p
NCRO_1003361	hsa-miR-367-3p
NCRO_1003362	hsa-miR-636
NCRO_1003363	hsa-miR-3972
NCRO_1003364	hsa-miR-6508-3p
NCRO_1003365	hsa-miR-2392
NCRO_1003366	hsa-miR-922
NCRO_1003367	hsa-miR-3158-5p
NCRO_1003368	hsa-miR-3921
NCRO_1003369	hsa-miR-5007-5p
NCRO_1003370	hsa-miR-5580-5p
NCRO_1003371	hsa-miR-6749-3p
NCRO_1003372	hsa-miR-4440
NCRO_1003373	hsa-miR-7108-3p
NCRO_1003374	hsa-miR-5089
NCRO_1003375	hsa-miR-3617-5p
NCRO_1003376	hsa-miR-556-5p
NCRO_1003377	hsa-miR-3177
NCRO_1003378	hsa-miR-539
NCRO_1003379	hsa-miR-6771-5p
NCRO_1003380	hsa-miR-5003-3p
NCRO_1003381	hsa-miR-4695-5p
NCRO_1003382	hsa-miR-432-5p
NCRO_1003383	hsa-miR-6775-3p
NCRO_1003384	hsa-miR-4327
NCRO_1003385	hsa-miR-3116-2
NCRO_1003386	hsa-miR-8062
NCRO_1003387	hsa-miR-1182
NCRO_1003388	hsa-miR-519e
NCRO_1003389	hsa-miR-2277-3p
NCRO_1003390	hsa-miR-3683
NCRO_1003391	hsa-miR-921
NCRO_1003392	hsa-miR-3675-3p
NCRO_1003393	hsa-miR-128-2
NCRO_1003394	hsa-miR-4529-5p
NCRO_1003395	hsa-miR-1179
NCRO_1003396	hsa-miR-4637
NCRO_1003397	hsa-miR-187-5p
NCRO_1003398	hsa-miR-619-5p
NCRO_1003399	hsa-miR-4417
NCRO_1003400	hsa-miR-425
NCRO_1003401	hsa-miR-874
NCRO_1003402	hsa-miR-6802-3p
NCRO_1003403	hsa-miR-203b-3p
NCRO_1003404	hsa-miR-4756
NCRO_1003405	hsa-miR-103b-1
NCRO_1003406	hsa-miR-1827
NCRO_1003407	hsa-miR-196b
NCRO_1003408	hsa-miR-6808
NCRO_1003409	hsa-miR-34c-5p
NCRO_1003410	hsa-miR-634
NCRO_1003411	hsa-miR-297
NCRO_1003412	hsa-miR-7854-3p
NCRO_1003413	hsa-miR-6851-5p
NCRO_1003414	hsa-miR-181b-5p
NCRO_1003415	hsa-miR-548l
NCRO_1003416	hsa-miR-3937
NCRO_1003417	hsa-miR-133a-1
NCRO_1003418	hsa-miR-517c
NCRO_1003419	hsa-miR-4769
NCRO_1003420	hsa-miR-6738-5p
NCRO_1003421	hsa-miR-563
NCRO_1003422	hsa-miR-5682
NCRO_1003423	hsa-miR-4487
NCRO_1003424	hsa-miR-4673
NCRO_1003425	hsa-miR-6075
NCRO_1003426	hsa-miR-519a-1
NCRO_1003427	hsa-miR-513c-5p
NCRO_1003428	hsa-miR-1825
NCRO_1003429	hsa-miR-524-3p
NCRO_1003430	hsa-miR-8079
NCRO_1003431	hsa-miR-6807-3p
NCRO_1003432	hsa-miR-130b
NCRO_1003433	hsa-miR-5580-3p
NCRO_1003434	hsa-miR-3198-2
NCRO_1003435	hsa-miR-4463
NCRO_1003436	hsa-miR-297
NCRO_1003437	hsa-miR-320b
NCRO_1003438	hsa-miR-629-3p
NCRO_1003439	hsa-miR-6861
NCRO_1003440	hsa-miR-6780b
NCRO_1003441	hsa-miR-6820-3p
NCRO_1003442	hsa-miR-5091
NCRO_1003443	hsa-miR-1206
NCRO_1003444	hsa-miR-5094
NCRO_1003445	hsa-miR-7706
NCRO_1003446	hsa-miR-659-5p
NCRO_1003447	hsa-miR-6857
NCRO_1003448	hsa-miR-4483
NCRO_1003449	hsa-miR-4637
NCRO_1003450	hsa-miR-3178
NCRO_1003451	hsa-miR-1304-3p
NCRO_1003452	hsa-miR-3151-3p
NCRO_1003453	hsa-miR-1278
NCRO_1003454	hsa-miR-3157-3p
NCRO_1003455	hsa-miR-337-3p
NCRO_1003456	hsa-let-7g
NCRO_1003457	hsa-miR-4470
NCRO_1003458	hsa-miR-6828-3p
NCRO_1003459	hsa-miR-4658
NCRO_1003460	hsa-miR-6855-5p
